Month,Sub-Category,Region,Category,Sales,Predicted_Sales,Residual,APE,Period_Type,Lower_10,Upper_90
2017-06-01,Accessories,East,Technology,1260.58,504.87139459848277,755.7086054015172,59.94927774528528,Backtest (2017),,
2017-07-01,Accessories,East,Technology,1371.996,781.1953447264956,590.8006552735045,43.061397793689224,Backtest (2017),,
2017-08-01,Accessories,East,Technology,1143.068,972.424676428147,170.643323571853,14.928536497553338,Backtest (2017),,
2017-09-01,Accessories,East,Technology,3966.7439999999997,1765.4693189914835,2201.2746810085164,55.49323780431802,Backtest (2017),,
2017-10-01,Accessories,East,Technology,1179.33,1053.8672875876593,125.46271241234058,10.638473744612668,Backtest (2017),,
2017-11-01,Accessories,East,Technology,1723.044,2034.3407389579959,-311.2967389579958,18.066673802758128,Backtest (2017),,
2017-12-01,Accessories,East,Technology,854.26,2186.083191368841,-1331.8231913688412,155.90372853333193,Backtest (2017),,
2017-01-01,Accessories,South,Technology,0.0,505.8883206750263,-505.8883206750263,,Backtest (2017),,
2017-02-01,Accessories,South,Technology,0.0,455.7458432660404,-455.7458432660404,,Backtest (2017),,
2017-03-01,Accessories,South,Technology,353.22,1197.1908102759417,-843.9708102759416,238.93630323196354,Backtest (2017),,
2017-04-01,Accessories,South,Technology,1051.74,311.5868523315046,740.1531476684954,70.37415593858705,Backtest (2017),,
2017-05-01,Accessories,South,Technology,166.97199999999998,959.0010227859718,-792.0290227859718,474.34840738924606,Backtest (2017),,
2017-06-01,Accessories,South,Technology,316.392,916.3599406600244,-599.9679406600244,189.6280375799718,Backtest (2017),,
2017-07-01,Accessories,South,Technology,65.424,1022.3509491328905,-956.9269491328905,1462.654299848512,Backtest (2017),,
2017-08-01,Accessories,South,Technology,911.616,1117.765984900999,-206.14998490099902,22.61368656331164,Backtest (2017),,
2017-09-01,Accessories,South,Technology,360.34799999999996,1311.3416111576703,-950.9936111576703,263.9097792016801,Backtest (2017),,
2017-10-01,Accessories,South,Technology,18.528,633.4685720810811,-614.9405720810811,3318.979771594782,Backtest (2017),,
2017-11-01,Accessories,South,Technology,3747.02,586.9487561623521,3160.0712438376477,84.3355851806942,Backtest (2017),,
2017-12-01,Accessories,South,Technology,1168.826,1187.1271942302194,-18.30119423021938,1.5657757639049252,Backtest (2017),,
2017-01-01,Accessories,West,Technology,701.578,607.2984924988742,94.27950750112575,13.438207512368653,Backtest (2017),,
2017-02-01,Accessories,West,Technology,941.4820000000001,596.420352470087,345.0616475299131,36.650902250910065,Backtest (2017),,
2017-03-01,Accessories,West,Technology,2621.7,1696.1731020187844,925.5268979812154,35.30254788805796,Backtest (2017),,
2017-04-01,Accessories,West,Technology,594.35,711.6057379598076,-117.25573795980756,19.728398748179956,Backtest (2017),,
2017-05-01,Accessories,West,Technology,2349.728,1523.603193620318,826.124806379682,35.158316468105326,Backtest (2017),,
2017-06-01,Accessories,West,Technology,3015.482,1749.989331500875,1265.4926684991249,41.96651376128675,Backtest (2017),,
2017-07-01,Accessories,West,Technology,5201.67,1277.8279693999605,3923.84203060004,75.43427458104878,Backtest (2017),,
2017-08-01,Accessories,West,Technology,2603.9500000000003,1202.1589967496802,1401.79100325032,53.83325345149945,Backtest (2017),,
2017-09-01,Accessories,West,Technology,1590.016,2290.12473322994,-700.1087332299398,44.03155271581794,Backtest (2017),,
2017-10-01,Accessories,West,Technology,2876.974,1027.7402563422834,1849.2337436577168,64.27704051749222,Backtest (2017),,
2017-11-01,Accessories,West,Technology,2189.814,2099.5916228065853,90.22237719341456,4.120093176562692,Backtest (2017),,
2017-12-01,Accessories,West,Technology,1342.9479999999999,2409.8639238745172,-1066.9159238745174,79.44581055070766,Backtest (2017),,
2017-01-01,Appliances,Central,Office Supplies,20.656,386.1069797229632,-365.4509797229632,1769.2243402544693,Backtest (2017),,
2017-02-01,Appliances,Central,Office Supplies,116.742,778.7225583625906,-661.9805583625906,567.0457576215848,Backtest (2017),,
2017-03-01,Appliances,Central,Office Supplies,123.476,381.1064794726141,-257.6304794726141,208.64822270936386,Backtest (2017),,
2017-04-01,Appliances,Central,Office Supplies,97.264,389.8580103617483,-292.5940103617483,300.82457061374026,Backtest (2017),,
2017-05-01,Appliances,Central,Office Supplies,1277.784,488.7623566027358,789.0216433972644,61.74921922619663,Backtest (2017),,
2017-06-01,Appliances,Central,Office Supplies,2793.864,996.0524551886567,1797.8115448113433,64.34857046768715,Backtest (2017),,
2017-07-01,Appliances,Central,Office Supplies,768.284,1015.8944878797855,-247.61048787978552,32.22903091562307,Backtest (2017),,
2017-08-01,Appliances,Central,Office Supplies,769.194,329.60977317631824,439.5842268236817,57.148681194039696,Backtest (2017),,
2017-09-01,Appliances,Central,Office Supplies,138.49,1143.9426152541414,-1005.4526152541414,726.010986536314,Backtest (2017),,
2017-10-01,Appliances,Central,Office Supplies,61.2,1374.0122142167936,-1312.8122142167936,2145.117997086264,Backtest (2017),,
2017-11-01,Appliances,Central,Office Supplies,174.82600000000002,596.8271227514699,-422.0011227514699,241.38350288370717,Backtest (2017),,
2017-12-01,Appliances,Central,Office Supplies,2591.528,586.6769440208368,2004.851055979163,77.36173624128944,Backtest (2017),,
2017-01-01,Appliances,East,Office Supplies,2501.4840000000004,502.4498202680366,1999.0341797319638,79.91393028026418,Backtest (2017),,
2017-02-01,Appliances,East,Office Supplies,32.67,690.5866513155732,-657.9166513155733,2013.8250728973776,Backtest (2017),,
2017-03-01,Appliances,East,Office Supplies,465.16,585.9456327852379,-120.78563278523785,25.966470200627278,Backtest (2017),,
2017-04-01,Appliances,East,Office Supplies,458.274,1528.8380345665994,-1070.5640345665993,233.60784913972847,Backtest (2017),,
2017-05-01,Appliances,East,Office Supplies,406.46999999999997,670.7850296624318,-264.31502966243187,65.02694655507956,Backtest (2017),,
2017-06-01,Appliances,East,Office Supplies,17.48,383.7265573424462,-366.2465573424462,2095.232021409875,Backtest (2017),,
2017-07-01,Appliances,East,Office Supplies,17.48,518.484877740845,-501.004877740845,2866.1606278080376,Backtest (2017),,
2017-08-01,Appliances,East,Office Supplies,744.1120000000001,493.7628882613853,250.3491117386148,33.64400946881851,Backtest (2017),,
2017-09-01,Appliances,East,Office Supplies,103.84,1756.3305940843295,-1652.4905940843296,1591.3815428393004,Backtest (2017),,
2017-10-01,Appliances,East,Office Supplies,1068.688,627.5214787441148,441.1665212558853,41.28113361953024,Backtest (2017),,
2017-11-01,Appliances,East,Office Supplies,3613.89,1179.444903905927,2434.445096094073,67.36356380781024,Backtest (2017),,
2017-12-01,Appliances,East,Office Supplies,2861.882,703.2638292188735,2158.6181707811265,75.42652599866544,Backtest (2017),,
2017-01-01,Appliances,South,Office Supplies,0.0,243.24727329912383,-243.24727329912383,,Backtest (2017),,
2017-02-01,Appliances,South,Office Supplies,1245.86,157.81587518968473,1088.0441248103152,87.33277613939892,Backtest (2017),,
2017-03-01,Appliances,South,Office Supplies,1096.048,466.55480283808544,629.4931971619146,57.4329953762896,Backtest (2017),,
2017-04-01,Appliances,South,Office Supplies,48.888,630.3558294366139,-581.4678294366139,1189.3876399865283,Backtest (2017),,
2017-05-01,Appliances,South,Office Supplies,246.448,435.6631964012614,-189.2151964012614,76.77692511250301,Backtest (2017),,
2017-06-01,Appliances,South,Office Supplies,286.94,263.44916060899953,23.490839391000463,8.186672959852395,Backtest (2017),,
2017-07-01,Appliances,South,Office Supplies,256.698,419.5261289599685,-162.82812895996852,63.43178714285601,Backtest (2017),,
2017-08-01,Appliances,South,Office Supplies,447.76,643.7092023530095,-195.94920235300947,43.76210522445271,Backtest (2017),,
2017-09-01,Appliances,South,Office Supplies,1368.412,1119.9806636654914,248.43133633450861,18.15471775565463,Backtest (2017),,
2017-10-01,Appliances,South,Office Supplies,17.92,365.98939625034194,-348.0693962503419,1942.3515415755685,Backtest (2017),,
2017-11-01,Appliances,South,Office Supplies,2292.824,1897.8481592936503,394.9758407063498,17.22660966155055,Backtest (2017),,
2017-12-01,Appliances,South,Office Supplies,639.996,2004.7152886749814,-1364.7192886749813,213.2387215974758,Backtest (2017),,
2017-01-01,Appliances,West,Office Supplies,25.86,181.2258898241088,-155.36588982410882,600.7961710135685,Backtest (2017),,
2017-02-01,Appliances,West,Office Supplies,2126.21,216.35815599848607,1909.8518440015139,89.82423391863992,Backtest (2017),,
2017-03-01,Appliances,West,Office Supplies,788.93,626.126381458968,162.80361854103194,20.636003009269764,Backtest (2017),,
2017-04-01,Appliances,West,Office Supplies,40.74,513.1229143808719,-472.38291438087185,1159.5064172333623,Backtest (2017),,
2017-05-01,Appliances,West,Office Supplies,647.01,1444.0467457612533,-797.0367457612533,123.18770123510507,Backtest (2017),,
2017-06-01,Appliances,West,Office Supplies,61.44,562.3544067501265,-500.9144067501265,815.2903755698674,Backtest (2017),,
2017-07-01,Appliances,West,Office Supplies,168.1,802.6493220516379,-634.5493220516379,377.4832373894336,Backtest (2017),,
2017-08-01,Appliances,West,Office Supplies,5143.5599999999995,450.671626344742,4692.888373655258,91.2381380533183,Backtest (2017),,
2017-09-01,Appliances,West,Office Supplies,1476.878,945.696216738346,531.1817832616539,35.9665309701718,Backtest (2017),,
2017-10-01,Appliances,West,Office Supplies,2187.72,448.4345774611937,1739.285422538806,79.50219509529583,Backtest (2017),,
2017-11-01,Appliances,West,Office Supplies,664.53,1564.4660684974492,-899.9360684974492,135.4244456228386,Backtest (2017),,
2017-12-01,Appliances,West,Office Supplies,423.422,1803.6084965535724,-1380.1864965535724,325.9600343282995,Backtest (2017),,
2017-01-01,Art,Central,Office Supplies,311.93600000000004,32.81495526043715,279.1210447395629,89.48022823257425,Backtest (2017),,
2017-02-01,Art,Central,Office Supplies,217.15200000000002,67.5716198229785,149.5803801770215,68.88280106884648,Backtest (2017),,
2017-03-01,Art,Central,Office Supplies,136.536,269.0590821157192,-132.5230821157192,97.06090856310365,Backtest (2017),,
2017-04-01,Art,Central,Office Supplies,39.336,163.89086081070002,-124.55486081070002,316.6434330147957,Backtest (2017),,
2017-05-01,Art,Central,Office Supplies,237.21599999999998,166.1441620265932,71.07183797340679,29.960811232550416,Backtest (2017),,
2017-06-01,Art,Central,Office Supplies,44.12,59.331441395383294,-15.211441395383297,34.47742836668925,Backtest (2017),,
2017-07-01,Art,Central,Office Supplies,175.288,268.8273343026716,-93.53933430267159,53.363227547049185,Backtest (2017),,
2017-08-01,Art,Central,Office Supplies,23.152,91.24312332963635,-68.09112332963635,294.1047137596594,Backtest (2017),,
2017-09-01,Art,Central,Office Supplies,111.19200000000001,319.738414311873,-208.54641431187298,187.55523267130096,Backtest (2017),,
2017-10-01,Art,Central,Office Supplies,229.60399999999998,107.48349532018916,122.12050467981082,53.18744650781817,Backtest (2017),,
2017-11-01,Art,Central,Office Supplies,543.268,183.18354745852523,360.0844525414748,66.28118213137434,Backtest (2017),,
2017-12-01,Art,Central,Office Supplies,222.476,149.47160978620138,73.00439021379862,32.81450143556995,Backtest (2017),,
2017-01-01,Art,East,Office Supplies,22.304000000000002,63.18543682764895,-40.88143682764895,183.29195134347626,Backtest (2017),,
2017-02-01,Art,East,Office Supplies,10.71,117.92919773036448,-107.21919773036447,1001.1129573330015,Backtest (2017),,
2017-03-01,Art,East,Office Supplies,143.858,145.42775672358832,-1.5697567235883128,1.0911848653452103,Backtest (2017),,
2017-04-01,Art,East,Office Supplies,165.426,290.53913642252604,-125.11313642252605,75.63087811016773,Backtest (2017),,
2017-05-01,Art,East,Office Supplies,127.822,154.93373072348885,-27.111730723488847,21.210535528695253,Backtest (2017),,
2017-06-01,Art,East,Office Supplies,101.708,105.89406590288488,-4.186065902884877,4.115768575613401,Backtest (2017),,
2017-07-01,Art,East,Office Supplies,423.21999999999997,147.67144074242233,275.5485592575776,65.10764124038978,Backtest (2017),,
2017-08-01,Art,East,Office Supplies,601.1,73.94655532972835,527.1534446702717,87.69812754454695,Backtest (2017),,
2017-09-01,Art,East,Office Supplies,220.656,193.65704514208286,26.99895485791714,12.235767374518318,Backtest (2017),,
2017-10-01,Art,East,Office Supplies,129.886,160.51035378028317,-30.624353780283172,23.577871194958018,Backtest (2017),,
2017-11-01,Art,East,Office Supplies,535.976,449.72488061796844,86.25111938203156,16.092347303243347,Backtest (2017),,
2017-12-01,Art,East,Office Supplies,122.964,300.7830159912483,-177.8190159912483,144.61063074659927,Backtest (2017),,
2017-01-01,Art,South,Office Supplies,15.47,94.23643120397563,-78.76643120397563,509.1559870974507,Backtest (2017),,
2017-02-01,Art,South,Office Supplies,0.0,121.2152568516367,-121.2152568516367,,Backtest (2017),,
2017-03-01,Art,South,Office Supplies,0.0,99.66767838158646,-99.66767838158646,,Backtest (2017),,
2017-04-01,Art,South,Office Supplies,169.38600000000002,194.65952512236703,-25.273525122367005,14.920669430984262,Backtest (2017),,
2017-05-01,Art,South,Office Supplies,54.66,160.76271154997724,-106.10271154997724,194.11399844489068,Backtest (2017),,
2017-06-01,Art,South,Office Supplies,199.63600000000002,105.98715738962376,93.64884261037626,46.9097971359756,Backtest (2017),,
2017-07-01,Art,South,Office Supplies,135.54,92.40673255125952,43.13326744874047,31.823275379032367,Backtest (2017),,
2017-08-01,Art,South,Office Supplies,9.728,119.3881712420186,-109.6601712420186,1127.2632734582505,Backtest (2017),,
2017-09-01,Art,South,Office Supplies,282.15999999999997,164.53662417960112,117.62337582039885,41.68676489240107,Backtest (2017),,
2017-10-01,Art,South,Office Supplies,42.24,86.22255419107742,-43.98255419107742,104.12536503569466,Backtest (2017),,
2017-11-01,Art,South,Office Supplies,168.46800000000002,170.8440696065042,-2.3760696065041884,1.4103981803690837,Backtest (2017),,
2017-12-01,Art,South,Office Supplies,211.614,163.79765161957698,47.81634838042302,22.59602312721418,Backtest (2017),,
2017-01-01,Art,West,Office Supplies,84.62,96.71516308938803,-12.095163089388024,14.293504005421914,Backtest (2017),,
2017-02-01,Art,West,Office Supplies,19.47,83.74686551940366,-64.27686551940366,330.13284807089707,Backtest (2017),,
2017-03-01,Art,West,Office Supplies,161.69,76.51059508092767,85.17940491907233,52.68068830420701,Backtest (2017),,
2017-04-01,Art,West,Office Supplies,244.146,160.90799994483385,83.23800005516614,34.09353421934668,Backtest (2017),,
2017-05-01,Art,West,Office Supplies,220.3,106.19381351836093,114.10618648163909,51.79581774019023,Backtest (2017),,
2017-06-01,Art,West,Office Supplies,673.6360000000001,119.89727052574239,553.7387294742578,82.20147519940409,Backtest (2017),,
2017-07-01,Art,West,Office Supplies,132.79,180.1378690970425,-47.34786909704252,35.656200841209824,Backtest (2017),,
2017-08-01,Art,West,Office Supplies,98.88,94.7894306310033,4.090569368996697,4.136902679001514,Backtest (2017),,
2017-09-01,Art,West,Office Supplies,356.666,143.3155073154529,213.3504926845471,59.818006954558925,Backtest (2017),,
2017-10-01,Art,West,Office Supplies,240.508,1941.480917962698,-1700.972917962698,707.2417208420086,Backtest (2017),,
2017-11-01,Art,West,Office Supplies,139.33,284.9463754315585,-145.6163754315585,104.51186064132527,Backtest (2017),,
2017-12-01,Art,West,Office Supplies,305.224,253.86911338347494,51.35488661652505,16.825310793556554,Backtest (2017),,
2017-01-01,Binders,Central,Office Supplies,6440.206,1028.8094059737532,5411.396594026247,84.02520965985012,Backtest (2017),,
2017-02-01,Binders,Central,Office Supplies,498.56399999999996,354.44278053822336,144.1212194617766,28.90726555904089,Backtest (2017),,
2017-03-01,Binders,Central,Office Supplies,1265.586,526.0384083298355,739.5475916701645,58.435190628701996,Backtest (2017),,
2017-04-01,Binders,Central,Office Supplies,770.1560000000001,1001.5035225367399,-231.3475225367398,30.039046964087767,Backtest (2017),,
2017-05-01,Binders,Central,Office Supplies,1103.364,830.9691164458767,272.39488355412334,24.687671843029438,Backtest (2017),,
2017-06-01,Binders,Central,Office Supplies,311.884,846.2154104755404,-534.3314104755403,171.3237647572624,Backtest (2017),,
2017-07-01,Binders,Central,Office Supplies,1182.91,1122.6269265151554,60.283073484844635,5.096167374089713,Backtest (2017),,
2017-08-01,Binders,Central,Office Supplies,175.72199999999998,657.9379014852288,-482.21590148522887,274.41976615633155,Backtest (2017),,
2017-09-01,Binders,Central,Office Supplies,2545.81,2374.457249920031,171.35275007996916,6.730775277022605,Backtest (2017),,
2017-10-01,Binders,Central,Office Supplies,2072.904,2406.8435428854195,-333.93954288541954,16.109744729395068,Backtest (2017),,
2017-11-01,Binders,Central,Office Supplies,2508.3720000000003,1567.559639505934,940.8123604940663,37.50689134203643,Backtest (2017),,
2017-12-01,Binders,Central,Office Supplies,2229.898,3235.739147505568,-1005.8411475055677,45.10704738537672,Backtest (2017),,
2017-01-01,Binders,East,Office Supplies,274.491,1100.2805224055207,-825.7895224055208,300.84393382862123,Backtest (2017),,
2017-02-01,Binders,East,Office Supplies,71.98,838.4408395852355,-766.4608395852355,1064.8247285151922,Backtest (2017),,
2017-03-01,Binders,East,Office Supplies,281.974,1372.659004782403,-1090.685004782403,386.80339491669554,Backtest (2017),,
2017-04-01,Binders,East,Office Supplies,135.144,1028.1479623096388,-893.0039623096388,660.7795849683588,Backtest (2017),,
2017-05-01,Binders,East,Office Supplies,1129.157,727.5810524137162,401.57594758628375,35.56422601872758,Backtest (2017),,
2017-06-01,Binders,East,Office Supplies,466.847,1421.279811178862,-954.432811178862,204.44231432971876,Backtest (2017),,
2017-07-01,Binders,East,Office Supplies,1045.682,876.2170334649176,169.46496653508245,16.20616655303261,Backtest (2017),,
2017-08-01,Binders,East,Office Supplies,5805.179999999999,1946.401346727613,3858.7786532723867,66.47130068787509,Backtest (2017),,
2017-09-01,Binders,East,Office Supplies,1002.6759999999999,2557.239283227159,-1554.563283227159,155.04143743613682,Backtest (2017),,
2017-10-01,Binders,East,Office Supplies,265.44399999999996,2785.988071477557,-2520.544071477557,949.5577490836323,Backtest (2017),,
2017-11-01,Binders,East,Office Supplies,1649.97,1454.9971182922648,194.97288170773527,11.816753135374295,Backtest (2017),,
2017-12-01,Binders,East,Office Supplies,1860.596,2412.17047275496,-551.57447275496,29.645042381847535,Backtest (2017),,
2017-01-01,Binders,South,Office Supplies,132.484,405.94792135410523,-273.4639213541052,206.4127904910066,Backtest (2017),,
2017-02-01,Binders,South,Office Supplies,3.882,446.96303332106004,-443.08103332106003,11413.730894411645,Backtest (2017),,
2017-03-01,Binders,South,Office Supplies,473.024,291.8145374208131,181.2094625791869,38.3087248383141,Backtest (2017),,
2017-04-01,Binders,South,Office Supplies,2746.6589999999997,132.62490821150269,2614.034091788497,95.17140976686575,Backtest (2017),,
2017-05-01,Binders,South,Office Supplies,347.271,941.0470420547323,-593.7760420547322,170.98348035244294,Backtest (2017),,
2017-06-01,Binders,South,Office Supplies,217.946,402.5884050550862,-184.6424050550862,84.71933646641196,Backtest (2017),,
2017-07-01,Binders,South,Office Supplies,14.94,916.4850056246676,-901.5450056246675,6034.437788652393,Backtest (2017),,
2017-08-01,Binders,South,Office Supplies,2208.4500000000003,432.5221486840456,1775.9278513159547,80.415126052931,Backtest (2017),,
2017-09-01,Binders,South,Office Supplies,2339.254,2456.215079004959,-116.96107900495917,4.999930704616052,Backtest (2017),,
2017-10-01,Binders,South,Office Supplies,2021.445,1083.0856983531835,938.3593016468164,46.4202242280555,Backtest (2017),,
2017-11-01,Binders,South,Office Supplies,436.03499999999997,1457.8878921952353,-1021.8528921952353,234.35111681292452,Backtest (2017),,
2017-12-01,Binders,South,Office Supplies,201.97199999999998,2345.162328345183,-2143.190328345183,1061.1323987212006,Backtest (2017),,
2017-01-01,Binders,West,Office Supplies,2589.642,407.0449732307861,2182.5970267692137,84.28180523675528,Backtest (2017),,
2017-02-01,Binders,West,Office Supplies,52.296,565.7447660457475,-513.4487660457474,981.8126932188837,Backtest (2017),,
2017-03-01,Binders,West,Office Supplies,764.904,860.0733938335246,-95.16939383352462,12.442004988014785,Backtest (2017),,
2017-04-01,Binders,West,Office Supplies,1263.556,1126.7677720941101,136.78822790588993,10.82565615658427,Backtest (2017),,
2017-05-01,Binders,West,Office Supplies,348.832,604.6453469424933,-255.81334694249335,73.33425458171652,Backtest (2017),,
2017-06-01,Binders,West,Office Supplies,1430.364,812.3992159671143,617.9647840328857,43.203323352159714,Backtest (2017),,
2017-07-01,Binders,West,Office Supplies,228.056,1404.66751521535,-1176.61151521535,515.9309622265364,Backtest (2017),,
2017-08-01,Binders,West,Office Supplies,4683.872,1138.6067470808348,3545.2652529191655,75.69090814008507,Backtest (2017),,
2017-09-01,Binders,West,Office Supplies,6269.295,2878.684444675016,3390.610555324984,54.0828044512977,Backtest (2017),,
2017-10-01,Binders,West,Office Supplies,5779.525,1679.9934979207658,4099.531502079234,70.93197974019031,Backtest (2017),,
2017-11-01,Binders,West,Office Supplies,1896.1879999999999,2095.502491278311,-199.31449127831115,10.511325421229918,Backtest (2017),,
2017-12-01,Binders,West,Office Supplies,1243.636,2588.2177910596197,-1344.5817910596197,108.1169884966035,Backtest (2017),,
2017-01-01,Bookcases,Central,Furniture,212.94,1238.8451179504132,-1025.9051179504131,481.7813083264831,Backtest (2017),,
2017-02-01,Bookcases,Central,Furniture,89.0664,263.9773875857639,-174.9109875857639,196.382684812414,Backtest (2017),,
2017-03-01,Bookcases,Central,Furniture,1228.6648,1010.2545816208265,218.41021837917356,17.77622492148986,Backtest (2017),,
2017-04-01,Bookcases,Central,Furniture,220.2656,231.02847227938193,-10.762872279381924,4.88631555693759,Backtest (2017),,
2017-05-01,Bookcases,Central,Furniture,828.1312,687.6820308184434,140.4491691815566,16.95977270045575,Backtest (2017),,
2017-06-01,Bookcases,Central,Furniture,409.9992,377.01862275772976,32.980577242270215,8.044058925546736,Backtest (2017),,
2017-07-01,Bookcases,Central,Furniture,0.0,188.07432742853348,-188.07432742853348,,Backtest (2017),,
2017-08-01,Bookcases,Central,Furniture,183.372,712.7767805661584,-529.4047805661585,288.7053533615592,Backtest (2017),,
2017-09-01,Bookcases,Central,Furniture,1067.134,960.5748528589176,106.55914714108246,9.985545127517486,Backtest (2017),,
2017-10-01,Bookcases,Central,Furniture,328.3992,321.63119688194087,6.768003118059141,2.0609073097800303,Backtest (2017),,
2017-11-01,Bookcases,Central,Furniture,533.732,1707.6277688591383,-1173.8957688591383,219.94105072567103,Backtest (2017),,
2017-12-01,Bookcases,Central,Furniture,538.7728,1572.6088009474956,-1033.8360009474957,191.88719269931514,Backtest (2017),,
2017-01-01,Bookcases,East,Furniture,0.0,519.1929981872607,-519.1929981872607,,Backtest (2017),,
2017-02-01,Bookcases,East,Furniture,240.784,279.477792025033,-38.69379202503302,16.069918277390947,Backtest (2017),,
2017-03-01,Bookcases,East,Furniture,699.528,291.2755689831419,408.2524310168581,58.361127934386914,Backtest (2017),,
2017-04-01,Bookcases,East,Furniture,242.352,329.23562401543137,-86.88362401543137,35.85017825948677,Backtest (2017),,
2017-05-01,Bookcases,East,Furniture,115.96,397.89316787072653,-281.93316787072655,243.12967218931232,Backtest (2017),,
2017-06-01,Bookcases,East,Furniture,1039.604,1309.1856370918972,-269.58163709189716,25.931185056223054,Backtest (2017),,
2017-07-01,Bookcases,East,Furniture,87.21,465.7452585565535,-378.5352585565535,434.0502907425221,Backtest (2017),,
2017-08-01,Bookcases,East,Furniture,130.98,554.2519440377727,-423.27194403777264,323.1576912794111,Backtest (2017),,
2017-09-01,Bookcases,East,Furniture,782.94,1049.780477063685,-266.84047706368506,34.08185519499388,Backtest (2017),,
2017-10-01,Bookcases,East,Furniture,2469.252,169.74481877978343,2299.5071812202164,93.125658345937,Backtest (2017),,
2017-11-01,Bookcases,East,Furniture,505.53599999999994,439.0323666237561,66.50363337624384,13.155073699250666,Backtest (2017),,
2017-12-01,Bookcases,East,Furniture,1024.076,842.1953442084182,181.88065579158183,17.760464632662206,Backtest (2017),,
2017-01-01,Bookcases,South,Furniture,0.0,598.343417007587,-598.343417007587,,Backtest (2017),,
2017-02-01,Bookcases,South,Furniture,591.89,820.225210158302,-228.33521015830206,38.57730493137273,Backtest (2017),,
2017-03-01,Bookcases,South,Furniture,0.0,213.06720682619948,-213.06720682619948,,Backtest (2017),,
2017-04-01,Bookcases,South,Furniture,585.408,402.74108869948225,182.66691130051777,31.203350705920958,Backtest (2017),,
2017-05-01,Bookcases,South,Furniture,2488.072,389.4913480900207,2098.580651909979,84.34565607064341,Backtest (2017),,
2017-06-01,Bookcases,South,Furniture,319.296,120.90252093875367,198.39347906124632,62.13465845524101,Backtest (2017),,
2017-07-01,Bookcases,South,Furniture,302.94,801.1938312495411,-498.25383124954107,164.47277719995415,Backtest (2017),,
2017-08-01,Bookcases,South,Furniture,145.74,864.7210795343469,-718.9810795343469,493.33132944582604,Backtest (2017),,
2017-09-01,Bookcases,South,Furniture,0.0,1015.0810466235309,-1015.0810466235309,,Backtest (2017),,
2017-10-01,Bookcases,South,Furniture,0.0,258.72653707561176,-258.72653707561176,,Backtest (2017),,
2017-11-01,Bookcases,South,Furniture,723.92,933.3025405163174,-209.38254051631748,28.92343636262536,Backtest (2017),,
2017-12-01,Bookcases,South,Furniture,0.0,464.2061471103124,-464.2061471103124,,Backtest (2017),,
2017-01-01,Bookcases,West,Furniture,84.98,569.7051326055633,-484.7251326055633,570.3990734355888,Backtest (2017),,
2017-02-01,Bookcases,West,Furniture,203.983,415.847130896625,-211.864130896625,103.8636214275822,Backtest (2017),,
2017-03-01,Bookcases,West,Furniture,0.0,668.6085765033406,-668.6085765033406,,Backtest (2017),,
2017-04-01,Bookcases,West,Furniture,930.478,797.280680142138,133.197319857862,14.314934889149663,Backtest (2017),,
2017-05-01,Bookcases,West,Furniture,299.97,1094.1148567649334,-794.1448567649334,264.7414263976175,Backtest (2017),,
2017-06-01,Bookcases,West,Furniture,3540.1735,839.7205864153605,2700.4529135846396,76.28024201595316,Backtest (2017),,
