Customer ID,Recency,Frequency,Monetary,Total_Profit,Avg_Profit_Margin,Avg_Discount,Pct_Discounted,N_Categories,N_SubCategories,Avg_Order_Value,Lifetime_Days,Loss_Rate,Segment,Monetary_log,Cluster,Cluster_Name,Customer_Share,Sales_Share,Profit_Share
CM-12235,386,5,2305.712,365.0387,0.3390625,0.07500000000000001,0.375,3,6,288.214,223,0.0,Consumer,7.743578412929675,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
JH-16180,405,4,2256.3940000000002,-96.95300000000002,-0.06833333333333334,0.22000000000000003,1.0,3,4,451.27880000000005,546,0.6,Consumer,7.721966329592947,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
TB-21280,584,6,2198.45,490.9567,0.2633333333333333,0.1,0.2727272727272727,3,6,199.8590909090909,705,0.09090909090909091,Consumer,7.695962608091198,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
TS-21160,505,6,2163.6240000000003,260.87440000000004,-0.002962184873949581,0.22352941176470587,0.5882352941176471,3,11,127.27200000000002,843,0.4117647058823529,Corporate,7.680001953298425,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
KC-16255,408,6,2120.954,846.1217,0.35900000000000004,0.02,0.1,2,5,212.0954,802,0.1,Corporate,7.660092641276382,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
SH-20635,766,2,2096.392,260.6258,0.1625,0.2,1.0,1,2,1048.196,345,0.0,Corporate,7.648449947146821,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
RH-19600,535,3,2085.7400000000002,172.6261,0.18003246753246754,0.10909090909090909,0.45454545454545453,3,8,189.61272727272728,378,0.18181818181818182,Consumer,7.643358318578475,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
DJ-13420,638,4,2012.52,483.03499999999997,0.298,0.0,0.0,2,3,402.504,481,0.0,Corporate,7.6076397131947475,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
LD-17005,415,4,1961.934,557.1714,0.37142857142857144,0.028571428571428574,0.14285714285714285,3,6,280.27628571428573,774,0.0,Consumer,7.582195571704097,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
TP-21565,351,4,1936.6399999999999,139.22869999999995,0.0125,0.24,1.0,3,8,193.664,685,0.5,Corporate,7.5692260166815295,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
CD-12790,400,5,1860.732,403.8422,0.357,0.02666666666666667,0.13333333333333333,3,9,124.0488,1028,0.0,Home Office,7.529262516221202,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
CC-12100,458,6,1770.945,208.5912,0.027051282051282044,0.21538461538461537,0.6153846153846154,3,8,136.22653846153847,653,0.23076923076923078,Home Office,7.479833092308608,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
VT-21700,1001,2,1736.596,-224.08889999999997,-0.10740740740740738,0.3333333333333333,1.0,3,7,192.9551111111111,303,0.5555555555555556,Home Office,7.4602578277111835,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
CA-12055,402,5,1679.7240000000002,211.2559,-0.2045,0.3,0.9,3,6,167.97240000000002,446,0.4,Home Office,7.42697993194495,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
MS-17710,414,6,1613.402,247.4348,0.1065952380952381,0.22,0.6666666666666666,3,10,107.56013333333334,964,0.26666666666666666,Consumer,7.3867198884489245,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
MC-18130,370,5,1581.9979999999998,121.7565,0.2409090909090909,0.05454545454545456,0.2727272727272727,3,9,143.81799999999998,829,0.09090909090909091,Corporate,7.367075796456335,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
CH-12070,692,3,1537.236,195.15109999999999,0.12187500000000001,0.15000000000000002,0.75,2,3,384.309,228,0.25,Home Office,7.338391584327761,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
BV-11245,335,5,1523.2730000000001,315.2214,0.2590476190476191,0.09285714285714285,0.2857142857142857,3,7,108.8052142857143,676,0.07142857142857142,Corporate,7.329272854062306,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
AG-10525,846,4,1455.038,-152.7613,0.17620370370370372,0.15555555555555556,0.5555555555555556,3,8,161.6708888888889,394,0.2222222222222222,Corporate,7.28347432731716,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
PK-18910,484,2,1441.152,-798.705,-0.11777777777777776,0.3666666666666667,0.6666666666666666,2,3,480.384,883,0.6666666666666666,Home Office,7.273891721443693,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
JW-16075,462,4,1428.731,154.06369999999998,-0.20130952380952377,0.32857142857142857,0.8571428571428571,1,5,204.10442857142857,554,0.2857142857142857,Consumer,7.265241593670581,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
PM-18940,387,3,1405.402,157.8768,0.10714285714285715,0.15,0.5,2,3,351.3505,950,0.5,Consumer,7.248789949000436,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
DM-13525,482,3,1376.792,199.7688,0.144,0.16999999999999998,0.6,3,6,137.67919999999998,793,0.1,Corporate,7.228237496784277,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
GH-14485,388,2,1361.2440000000001,-95.4498,-0.5458333333333333,0.4666666666666666,1.0,2,2,453.74800000000005,427,0.6666666666666666,Corporate,7.216888618975622,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
LM-17065,392,5,1346.774,-44.87799999999999,0.1657142857142857,0.05714285714285715,0.2857142857142857,3,5,192.3962857142857,891,0.14285714285714285,Consumer,7.2062096216301,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
MG-17695,556,3,1342.282,-398.79319999999996,-0.2864285714285714,0.2571428571428572,0.8571428571428571,2,5,191.7545714285714,545,0.2857142857142857,Consumer,7.202871152142965,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
Co-12640,550,5,1300.076,205.62820000000002,0.14656249999999998,0.175,0.625,3,7,162.5095,740,0.125,Consumer,7.170946893408935,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
GR-14560,1136,2,1284.38,359.83320000000003,0.426,0.0,0.0,2,4,256.87600000000003,2,0.0,Corporate,7.158809673457183,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
ER-13855,422,3,1245.788,-295.7398,-0.01366666666666667,0.2,0.8,2,4,249.1576,319,0.4,Corporate,7.128325923207789,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
NP-18685,407,6,1228.698,514.5017,0.18916666666666668,0.18571428571428572,0.5714285714285714,3,5,175.52828571428572,988,0.14285714285714285,Home Office,7.114523889764133,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
JR-15670,594,2,1156.658,-785.1645,-0.4069444444444445,0.3,0.6666666666666666,2,3,385.55266666666665,144,0.3333333333333333,Consumer,7.054154277724878,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
CG-12520,339,3,1148.7800000000002,169.93439999999998,0.03700000000000001,0.2,0.6,2,5,229.75600000000003,469,0.2,Consumer,7.047325898708459,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
CS-12490,425,4,1077.2285,-302.8761,0.027457912457912452,0.25,0.7777777777777778,3,6,119.69205555555556,659,0.3333333333333333,Corporate,6.98307469561202,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
PC-19000,883,2,1061.488,-184.3364,0.029166666666666664,0.13333333333333333,0.6666666666666666,2,3,353.82933333333335,480,0.6666666666666666,Home Office,6.968368606617146,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
DP-13165,813,2,1058.616,-40.93759999999999,0.19437500000000002,0.15000000000000002,0.75,3,4,264.654,312,0.25,Consumer,6.965661857321661,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
DH-13675,777,4,1043.096,116.667,0.1766577540106952,0.12272727272727274,0.6363636363636364,3,8,94.8269090909091,460,0.18181818181818182,Home Office,6.950906718238061,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
SM-20905,607,1,1043.041,-237.2885,-0.053472222222222206,0.2833333333333333,1.0,3,5,173.84016666666665,0,0.5,Consumer,6.95085403970211,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
RC-19825,370,6,966.409,63.991400000000006,0.21092857142857144,0.11000000000000001,0.5,3,9,96.6409,752,0.2,Consumer,6.874621363632769,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
RP-19270,497,4,954.6452,59.538399999999996,0.14322303921568633,0.19333333333333336,0.6666666666666666,3,6,79.55376666666668,672,0.16666666666666666,Corporate,6.862386714458615,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
MF-17665,422,5,937.039,-341.52650000000006,0.1823958333333333,0.13749999999999998,0.375,2,5,117.129875,675,0.125,Corporate,6.843791525967051,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
JB-15925,738,3,900.552,-286.9808,0.015937500000000007,0.3,0.875,3,8,112.569,384,0.25,Consumer,6.804117722621558,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
AB-10015,416,3,886.156,129.3465,0.10541666666666666,0.06666666666666667,0.3333333333333333,3,5,147.69266666666667,996,0.16666666666666666,Consumer,6.788020840577287,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
CS-12130,490,4,884.64,143.8339,0.23785714285714285,0.1142857142857143,0.5714285714285714,3,4,126.37714285714286,754,0.14285714285714285,Consumer,6.786310547492762,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
AF-10885,416,4,861.565,-163.1175,-0.12190476190476192,0.2571428571428572,0.7142857142857143,3,7,123.0807142857143,915,0.5714285714285714,Consumer,6.759910508384759,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
EH-13990,406,6,825.9499999999999,150.3759,0.2867708333333333,0.0625,0.375,3,6,103.24374999999999,1040,0.125,Consumer,6.717744233703802,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
SW-20755,535,2,758.6959999999999,68.2416,0.2765625,0.1,0.5,3,7,94.83699999999999,620,0.0,Corporate,6.632918353259037,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
RH-19555,520,2,740.382,0.30570000000000164,-0.4763888888888889,0.5333333333333333,1.0,1,2,246.79399999999998,238,0.6666666666666666,Consumer,6.608516012029676,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
JJ-15445,484,5,709.178,200.5558,0.3358333333333334,0.06666666666666667,0.3333333333333333,2,6,118.19633333333333,548,0.0,Consumer,6.56551564283966,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
SS-20515,492,3,613.4,199.93449999999999,0.3383333333333333,0.0,0.0,3,4,102.23333333333333,774,0.0,Home Office,6.420646181833463,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
BT-11440,561,4,603.876,-77.5256,0.06119047619047618,0.15714285714285717,0.42857142857142855,2,5,86.268,745,0.2857142857142857,Consumer,6.405023478346255,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
CM-11935,709,2,565.392,-43.732400000000005,0.15625,0.2,1.0,3,4,141.348,120,0.25,Consumer,6.339286417985976,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
CR-12625,471,3,475.9,144.7594,0.3725,0.0,0.0,2,4,118.975,838,0.0,Home Office,6.167306825304179,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
MS-17530,435,4,475.65599999999995,84.0268,0.08999999999999997,0.15714285714285717,0.2857142857142857,3,6,67.95085714285713,718,0.2857142857142857,Consumer,6.166795056713083,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
JS-15940,464,5,469.169,-327.9336,-0.20562499999999995,0.3375,0.875,2,5,58.646125,874,0.5,Home Office,6.153092204540783,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
KW-16570,772,4,449.096,107.92699999999999,0.2845,0.04,0.2,3,4,89.8192,416,0.0,Consumer,6.109460893345379,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
TT-21265,407,3,439.5,93.9162,0.25,0.0,0.0,1,2,146.5,462,0.0,Corporate,6.0879104453762345,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
SS-20590,433,6,418.49,135.5401,0.30444444444444446,0.0,0.0,2,6,46.49888888888889,811,0.0,Consumer,6.039039687720869,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
BT-11485,660,2,415.19599999999997,126.8694,0.3641666666666667,0.06666666666666667,0.3333333333333333,2,3,138.39866666666666,75,0.0,Home Office,6.031156303149294,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
NF-18475,526,4,377.16200000000003,85.92779999999999,-0.25750000000000006,0.25,0.5,2,4,94.29050000000001,862,0.25,Home Office,5.935322675237655,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
MS-17830,453,4,370.348,19.431199999999997,0.20949999999999996,0.18,0.8,3,5,74.06960000000001,999,0.2,Consumer,5.917139628346123,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
LS-17230,778,3,368.88000000000005,39.1952,0.3098214285714286,0.11666666666666665,0.5,2,5,61.48000000000001,677,0.16666666666666666,Consumer,5.913178628709438,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
CM-12445,437,3,287.99,64.4296,0.2675396825396825,0.07777777777777778,0.3333333333333333,2,7,31.99888888888889,864,0.1111111111111111,Consumer,5.666392085437642,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
NB-18580,1166,2,273.87199999999996,24.788800000000002,0.09,0.1,0.5,2,2,136.93599999999998,26,0.0,Corporate,5.616305534763525,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
HD-14785,770,3,251.36,-135.87599999999998,-0.10809523809523809,0.3,0.7142857142857143,1,3,35.90857142857143,560,0.2857142857142857,Home Office,5.530856639502609,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
SM-20005,422,4,244.49399999999997,-26.5927,-0.020000000000000018,0.26666666666666666,0.6666666666666666,2,5,40.748999999999995,712,0.3333333333333333,Consumer,5.503272507017382,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
GP-14740,766,2,236.53,31.837600000000002,0.176,0.13999999999999999,0.2,1,3,47.306,599,0.2,Corporate,5.470293931287002,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
RB-19645,649,5,221.084,72.679,0.33321428571428574,0.14285714285714285,0.7142857142857143,3,6,31.583428571428573,577,0.0,Corporate,5.403055688683612,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
JJ-15760,754,2,195.0,34.449200000000005,0.23666666666666666,0.06666666666666667,0.3333333333333333,2,3,65.0,64,0.0,Home Office,5.278114659230517,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
AO-10810,502,1,161.28,12.096,0.075,0.2,1.0,1,1,161.28,0,0.0,Corporate,5.089323238338246,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
PB-19210,689,2,132.738,21.897000000000002,0.17375000000000002,0.1,0.5,2,2,66.369,445,0.0,Corporate,4.895882662124901,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
AR-10570,535,1,88.15,32.633,0.385,0.0,0.0,2,2,44.075,0,0.0,Consumer,4.49032034430915,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
RE-19405,1098,1,48.36,6.045,0.125,0.2,1.0,1,1,48.36,0,0.0,Consumer,3.8991403795971324,1,At Risk,0.11475409836065574,0.07060197456082244,0.06430898369918349
AB-10105,42,10,14473.570999999998,5444.8055,-0.083125,0.24,0.7,3,9,723.6785499999999,1065,0.35,Consumer,9.580148664696303,3,Champions,0.2812105926860025,0.41852653227477987,0.44450306307078474
KL-16645,48,12,14175.229000000001,806.855,-0.032567049808429116,0.19999999999999998,0.5517241379310345,3,12,488.80100000000004,1207,0.2413793103448276,Consumer,9.559321826777593,3,Champions,0.2812105926860025,0.41852653227477987,0.44450306307078474
SC-20095,350,9,14142.333999999999,5757.411899999999,0.2630681818181818,0.06363636363636364,0.3181818181818182,3,10,642.8333636363636,1068,0.09090909090909091,Consumer,9.556998696664719,3,Champions,0.2812105926860025,0.41852653227477987,0.44450306307078474
SE-20110,10,11,12209.438000000002,2650.6769,0.19394736842105262,0.1105263157894737,0.3684210526315789,3,11,642.6020000000001,1350,0.15789473684210525,Consumer,9.41004643869723,3,Champions,0.2812105926860025,0.41852653227477987,0.44450306307078474
GT-14710,37,11,11820.119999999999,2163.4269,0.285628078817734,0.1,0.4827586206896552,3,13,407.5903448275862,1281,0.06896551724137931,Consumer,9.37764304112428,3,Champions,0.2812105926860025,0.41852653227477987,0.44450306307078474
SV-20365,102,10,11470.949999999999,1199.4242,0.1320920138888889,0.15625,0.625,3,13,358.46718749999997,1348,0.25,Consumer,9.347660204391968,3,Champions,0.2812105926860025,0.41852653227477987,0.44450306307078474
CJ-12010,190,8,11164.974,858.7414,0.08622205245734657,0.1885,0.7,3,12,558.2487,471,0.3,Consumer,9.32062639737037,3,Champions,0.2812105926860025,0.41852653227477987,0.44450306307078474
CL-12565,285,12,10880.546,1933.7830999999999,0.24482142857142858,0.1142857142857143,0.5714285714285714,3,11,388.5909285714286,1113,0.03571428571428571,Consumer,9.294823605903547,3,Champions,0.2812105926860025,0.41852653227477987,0.44450306307078474
ME-17320,43,10,10663.728000000001,1859.4695,0.015665584415584397,0.1318181818181818,0.36363636363636365,3,11,484.71490909090915,1412,0.18181818181818182,Home Office,9.274697126595221,3,Champions,0.2812105926860025,0.41852653227477987,0.44450306307078474
EH-13765,136,12,10310.880000000001,1393.5154,0.2941753472222222,0.07187500000000001,0.375,2,11,322.21500000000003,1223,0.03125,Corporate,9.241051907623463,3,Champions,0.2812105926860025,0.41852653227477987,0.44450306307078474
JL-15835,22,11,9799.923,228.907,0.242531512605042,0.08823529411764706,0.35294117647058826,3,13,288.23302941176473,1331,0.08823529411764706,Consumer,9.190231843897129,3,Champions,0.2812105926860025,0.41852653227477987,0.44450306307078474
HW-14935,118,8,9300.254,2164.1611,0.2536071428571428,0.045,0.2,3,11,465.01270000000005,708,0.05,Corporate,9.137904508761103,3,Champions,0.2812105926860025,0.41852653227477987,0.44450306307078474
JD-16150,42,8,8828.0305,1619.5199,0.17896193771626298,0.05588235294117647,0.29411764705882354,3,11,519.2959117647059,1099,0.11764705882352941,Corporate,9.085800491420477,3,Champions,0.2812105926860025,0.41852653227477987,0.44450306307078474
JE-15715,47,10,8697.842999999999,1262.2926,-0.17289141414141415,0.3227272727272727,0.8636363636363636,3,10,395.3564999999999,1177,0.4090909090909091,Consumer,9.070945307293172,3,Champions,0.2812105926860025,0.41852653227477987,0.44450306307078474
LA-16780,155,11,8673.222,2059.1199,0.2276923076923077,0.11538461538461539,0.4230769230769231,3,8,333.5854615384615,1187,0.11538461538461539,Corporate,9.068110917796181,3,Champions,0.2812105926860025,0.41852653227477987,0.44450306307078474
PK-19075,10,12,8646.934,2038.2676000000001,0.3056714285714286,0.07600000000000001,0.36,3,11,345.87735999999995,1136,0.04,Consumer,9.065075727467535,3,Champions,0.2812105926860025,0.41852653227477987,0.44450306307078474
DR-12940,51,8,8350.868,2869.0759999999996,0.03910256410256408,0.15384615384615383,0.38461538461538464,3,6,642.3744615384616,1323,0.3076923076923077,Home Office,9.030240505399824,3,Champions,0.2812105926860025,0.41852653227477987,0.44450306307078474
HM-14860,3,10,8236.7648,2437.9836,-0.08982422969187674,0.231,0.6,3,10,411.83824000000004,1256,0.3,Corporate,9.016484323969367,3,Champions,0.2812105926860025,0.41852653227477987,0.44450306307078474
KD-16495,113,12,8181.256,3038.6254,0.24519432773109243,0.08750000000000001,0.35714285714285715,3,13,292.1877142857143,1077,0.07142857142857142,Corporate,9.009723186193474,3,Champions,0.2812105926860025,0.41852653227477987,0.44450306307078474
ZC-21910,55,13,8025.707,-1032.1490000000001,-0.20102918586789556,0.25483870967741934,0.6451612903225806,3,12,258.8937741935484,1120,0.41935483870967744,Consumer,8.990529635658966,3,Champions,0.2812105926860025,0.41852653227477987,0.44450306307078474
AH-10690,411,12,7888.294,1298.0166,-0.013985507246376792,0.21739130434782608,0.6521739130434783,3,13,342.9693043478261,958,0.34782608695652173,Corporate,8.973261929481435,3,Champions,0.2812105926860025,0.41852653227477987,0.44450306307078474
AB-10060,55,8,7755.62,2054.5885,0.34458333333333335,0.044444444444444446,0.2222222222222222,3,8,430.86777777777775,780,0.05555555555555555,Home Office,8.956301951280091,3,Champions,0.2812105926860025,0.41852653227477987,0.44450306307078474
LC-16885,17,12,7663.126,1288.3469,0.1280072463768116,0.1565217391304348,0.5652173913043478,3,10,333.17939130434786,1329,0.21739130434782608,Consumer,8.944305760016597,3,Champions,0.2812105926860025,0.41852653227477987,0.44450306307078474
JD-15895,395,11,7610.8640000000005,1050.2667999999999,0.25157118055555555,0.075,0.25,3,13,237.83950000000002,981,0.0625,Corporate,8.937463361729895,3,Champions,0.2812105926860025,0.41852653227477987,0.44450306307078474
PO-18850,5,11,7473.8282,38.47569999999996,0.11219124013241663,0.21,0.8181818181818182,3,11,339.7194636363636,1150,0.2727272727272727,Consumer,8.919296414717175,3,Champions,0.2812105926860025,0.41852653227477987,0.44450306307078474
MS-17365,274,10,7443.6900000000005,844.9354999999998,0.07363902505446622,0.16041666666666668,0.5,3,11,310.15375,935,0.125,Consumer,8.915256305567516,3,Champions,0.2812105926860025,0.41852653227477987,0.44450306307078474
BM-11650,34,11,7294.185,2199.2781,0.2570920667117422,0.08448275862068966,0.27586206896551724,3,10,251.5236206896552,1237,0.06896551724137931,Corporate,8.894969820470834,3,Champions,0.2812105926860025,0.41852653227477987,0.44450306307078474
PP-18955,98,10,7252.608,1495.0854,0.19476307189542486,0.1088235294117647,0.38235294117647056,3,14,213.312,1125,0.11764705882352941,Home Office,8.889254279231867,3,Champions,0.2812105926860025,0.41852653227477987,0.44450306307078474
Dp-13240,85,11,7198.7609999999995,333.36479999999995,0.1004022988505747,0.18620689655172415,0.4827586206896552,3,12,248.23313793103446,1230,0.2413793103448276,Home Office,8.881803110008754,3,Champions,0.2812105926860025,0.41852653227477987,0.44450306307078474
FH-14365,6,8,6987.196,2050.2826,0.14444444444444443,0.13846153846153847,0.46153846153846156,3,9,537.4766153846153,1162,0.23076923076923078,Corporate,8.851977718943035,3,Champions,0.2812105926860025,0.41852653227477987,0.44450306307078474
BB-11545,29,9,6765.728,1015.0749999999999,-0.12601785714285713,0.195,0.5,3,8,338.2864,911,0.25,Corporate,8.8197729403601,3,Champions,0.2812105926860025,0.41852653227477987,0.44450306307078474
JE-15745,52,13,6760.8150000000005,221.79670000000002,-0.00968487394957983,0.14565217391304347,0.4782608695652174,3,10,293.9484782608696,1236,0.34782608695652173,Consumer,8.81904662412398,3,Champions,0.2812105926860025,0.41852653227477987,0.44450306307078474
